Relation,Ent1,Ent2,URI_1,URI_2,#Sentence
located_in,POÇO,BACIA,#POCO_CD_POCO_022660,#BASE_CD_BACIA_030,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Desmoinesian_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Desmoinesian_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Desmoinesian_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Desmoinesian_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Atokan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Morrowan_Age,3277
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Atokan_Age,3277
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_187,#Carboniferous,3296
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_028,#Carboniferous,3296
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Morrowan_Age,#Atokan_Age,3297
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Morrowan_Age,3297
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Atokan_Age,#Desmoinesian_Age,3301
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Desmoinesian_Age,#Atokan_Age,3301
located_in,UNIDADE_LITO,BACIA,#formacao_232,#BASE_CD_BACIA_030,3342
constituted_by,UNIDADE_LITO,ROCHA,#formacao_232,#sandstone,3342
located_in,UNIDADE_LITO,BACIA,#formacao_187,#BASE_CD_BACIA_030,3362
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,3487
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,3487
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Paleozoic,3496
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Cambrian,3496
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,3498
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,3498
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Silurian,#Devonian,3517
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Silurian,3517
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_157,#Devonian,3517
constituted_by,UNIDADE_LITO,ROCHA,#formacao_157,#shale,3517
constituted_by,UNIDADE_LITO,ROCHA,#formacao_246,#shale,3517
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Triassic,3519
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Mesozoic,3519
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Permian,3519
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Mesozoic,3519
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Permian,3519
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Triassic,3519
located_in,UNIDADE_LITO,BACIA,#formacao_239,#BASE_CD_BACIA_240,3531
located_in,UNIDADE_LITO,BACIA,#formacao_216,#BASE_CD_BACIA_116,3531
located_in,UNIDADE_LITO,BACIA,#formacao_216,#BASE_CD_BACIA_116,3531
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jurassic,#Cretaceous,3536
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Jurassic,3536
located_in,UNIDADE_LITO,BACIA,#grupo_057,#BASE_CD_BACIA_240,3540
located_in,UNIDADE_LITO,BACIA,#grupo_032,#BASE_CD_BACIA_240,3540
located_in,UNIDADE_LITO,BACIA,#grupo_024,#BASE_CD_BACIA_240,3540
located_in,UNIDADE_LITO,BACIA,#formacao_059,#BASE_CD_BACIA_090,3553
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Cenomanian,3555
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenomanian,#Albian,3555
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Triassic,3588
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Mesozoic,3588
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Paleozoic,3590
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Paleozoic,3590
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Coniacian,3615
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Turonian,3615
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Triassic,3640
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3640
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Paleozoic,3640
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3640
interval_finishes,UNIDADE_LITO,UNIDADE_CRONO,#Dom_Joao_Age,#UpperJurassic,3644
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Coniacian,3653
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Turonian,3653
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Cenozoic,3655
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Mesozoic,3655
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Santonian,3657
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Coniacian,3657
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Triassic,3661
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3661
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Paleozoic,3661
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3661
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Triassic,3664
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3664
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Paleozoic,3664
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#UpperJurassic,3664
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,3875
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,3875
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,3922
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,3922
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,3929
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jurassic,#UpperJurassic,4218
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#Jurassic,4218
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Silurian,#Devonian,4220
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Silurian,4220
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_228,#Devonian,4300
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_157,#Devonian,4300
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Silurian,#Devonian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Silurian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#UpperDevonian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Carboniferous,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperDevonian,#Devonian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperDevonian,#Carboniferous,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#Devonian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#UpperDevonian,4317
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Jurassic,4318
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jurassic,#Triassic,4318
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Proterozoic,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Phanerozoic,#Proterozoic,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Proterozoic,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Archean,#Proterozoic,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Proterozoic,#Cambrian,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Proterozoic,#Phanerozoic,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Proterozoic,#Cambrian,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Proterozoic,#Archean,4330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#LowerDevonian,4383
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerDevonian,#Devonian,4383
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Devonian,4385
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Devonian,#Devonian,4385
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,4388
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Paleozoic,4657
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Cambrian,4657
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4671
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4671
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Rupelian,#Priabonian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Rupelian,#Eocene,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Priabonian,#Rupelian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Priabonian,#Eocene,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Rupelian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Priabonian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Ypresian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Ypresian,#Eocene,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Carboniferous,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Carboniferous,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#Permian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#Carboniferous,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#Permian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Carboniferous,#Carboniferous,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Cambrian,4681
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Paleozoic,4684
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Cambrian,4684
located_in,UNIDADE_LITO,BACIA,#formacao_260,#BASE_CD_BACIA_116,4688
located_in,UNIDADE_LITO,BACIA,#formacao_260,#BASE_CD_BACIA_116,4688
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,4688
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,4688
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_102,#Paleozoic,4688
located_in,UNIDADE_LITO,BACIA,#formacao_154,#BASE_CD_BACIA_116,4688
located_in,UNIDADE_LITO,BACIA,#formacao_154,#BASE_CD_BACIA_116,4688
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_154,#Paleozoic,4688
located_in,UNIDADE_LITO,BACIA,#formacao_103,#BASE_CD_BACIA_116,4688
located_in,UNIDADE_LITO,BACIA,#formacao_103,#BASE_CD_BACIA_116,4688
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Mesozoic,4688
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Paleozoic,4688
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_260,#Carboniferous,4689
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,4691
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,4691
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_102,#Permian,4691
located_in,UNIDADE_LITO,BACIA,#formacao_002,#BASE_CD_BACIA_381,4693
constituted_by,UNIDADE_LITO,ROCHA,#formacao_154,#shale,4694
constituted_by,UNIDADE_LITO,ROCHA,#formacao_154,#siltstone,4694
constituted_by,UNIDADE_LITO,ROCHA,#formacao_154,#sandstone,4694
constituted_by,UNIDADE_LITO,ROCHA,#formacao_103,#shale,4694
constituted_by,UNIDADE_LITO,ROCHA,#formacao_103,#siltstone,4694
constituted_by,UNIDADE_LITO,ROCHA,#formacao_103,#sandstone,4694
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,4695
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,4695
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Cambrian,4695
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cambrian,#Paleozoic,4695
constituted_by,UNIDADE_LITO,ROCHA,#formacao_103,#sandstone,4696
constituted_by,UNIDADE_LITO,ROCHA,#formacao_216,#sandstone,4696
constituted_by,UNIDADE_LITO,ROCHA,#formacao_153,#sandstone,4696
located_in,UNIDADE_LITO,BACIA,#formacao_216,#BASE_CD_BACIA_116,4697
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,4697
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Barremian,#Aptian,4700
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Barremian,4700
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4700
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4700
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Barremian,#Aptian,4701
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Barremian,4701
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4704
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4704
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4705
located_in,UNIDADE_LITO,BACIA,#formacao_117,#BASE_CD_BACIA_116,4705
located_in,UNIDADE_LITO,BACIA,#formacao_117,#BASE_CD_BACIA_116,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_117,#Aptian,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_117,#Albian,4705
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,4705
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_236,#Aptian,4705
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4705
located_in,UNIDADE_LITO,BACIA,#formacao_130,#BASE_CD_BACIA_116,4705
located_in,UNIDADE_LITO,BACIA,#formacao_130,#BASE_CD_BACIA_116,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_130,#Aptian,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_130,#Albian,4705
located_in,UNIDADE_LITO,BACIA,#formacao_251,#BASE_CD_BACIA_116,4705
located_in,UNIDADE_LITO,BACIA,#formacao_251,#BASE_CD_BACIA_116,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_251,#Albian,4705
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4705
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Aptian,4705
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Albian,4705
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4708
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4708
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4709
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4709
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Aptian,4709
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Cenomanian,4709
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Santonian,4709
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Campanian,4709
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Maastrichtian,4709
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Campanian,4709
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Santonian,4709
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,4709
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,4709
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Eocene,4715
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Paleocene,4715
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,4728
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4728
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,4728
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4728
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4728
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4728
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4761
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4761
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Albian,4761
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Turonian,4761
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4779
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4779
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4806
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,4806
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Paleocene,4806
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_027,#Paleocene,4807
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Barremian,4935
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,4935
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Barremian,#Aptian,4935
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,4935
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_025,#formacao_095,5232
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_070,#formacao_095,5232
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#LowerCretaceous,5235
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5339
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5339
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Holocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5344
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5355
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5355
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,5381
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0017,#BASE_CD_BACIA_281,5381
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5409
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5409
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5415
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5415
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5440
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5440
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5445
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5445
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5558
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5558
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Quaternary,#Pleistocene,5568
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Quaternary,5568
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pleistocene,#Holocene,5602
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Holocene,#Pleistocene,5602
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,5693
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Aptian,5729
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#LowerCretaceous,5729
located_in,POÇO,BACIA,#POCO_CD_POCO_008339,#BASE_CD_BACIA_116,5739
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Valanginian,#LowerCretaceous,5778
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Barremian,#LowerCretaceous,5778
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Valanginian,5778
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Barremian,5778
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_319,#Barremian,5778
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_319,#LowerCretaceous,5778
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5778
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_319,#Barremian,5786
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_056,#Upper_Aptian_Subage,5799
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5809
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5826
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5868
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5876
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0637,#BASE_CD_BACIA_100,5876
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,5887
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Albian,6063
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Aptian,6063
located_in,UNIDADE_LITO,BACIA,#formacao_096,#BASE_CD_BACIA_106,6070
located_in,UNIDADE_LITO,BACIA,#formacao_136,#BASE_CD_BACIA_106,6078
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Jurassic,6169
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6169
