index_e,sentence,Ent1,Ent2,has_relation,relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns [E1] poços [/E1] de Sergipe/Alagoas e [E2] Potiguar [/E2]..",POÇO,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    [E2] Bacia    Ceará [/E2], tendo sido reconhecida posteriormente em alguns poços de [E1] Sergipe [/E1]/Alagoas e Potiguar..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns [E2] poços [/E2] de [E1] Sergipe [/E1]/Alagoas e Potiguar..",BACIA,POÇO,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de [E1] Sergipe [/E1]/[E2] Alagoas [/E2] e Potiguar..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de [E1] Sergipe [/E1]/Alagoas e [E2] Potiguar [/E2]..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    [E2] Bacia    Ceará [/E2], tendo sido reconhecida posteriormente em alguns poços de Sergipe/[E1] Alagoas [/E1] e Potiguar..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns [E2] poços [/E2] de Sergipe/[E1] Alagoas [/E1] e Potiguar..",BACIA,POÇO,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de [E2] Sergipe [/E2]/[E1] Alagoas [/E1] e Potiguar..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de Sergipe/[E1] Alagoas [/E1] e [E2] Potiguar [/E2]..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    [E2] Bacia    Ceará [/E2], tendo sido reconhecida posteriormente em alguns poços de Sergipe/Alagoas e [E1] Potiguar [/E1]..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns [E2] poços [/E2] de Sergipe/Alagoas e [E1] Potiguar [/E1]..",BACIA,POÇO,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de [E2] Sergipe [/E2]/Alagoas e [E1] Potiguar [/E1]..",BACIA,BACIA,False,no_relation
367,"Cunha (1990a, b) poderia        valido para individualizar seu limite inferior    primeira ocorrência    espécie nominativa, o que a caracterizaria como uma zona de amplitude; 2. a biozona Nannoconus fragilis foi definida    Bacia    Ceará, tendo sido reconhecida posteriormente em alguns poços de Sergipe/[E2] Alagoas [/E2] e [E1] Potiguar [/E1]..",BACIA,BACIA,False,no_relation
368,"Embora verificada        [E1] bacias [/E1], ainda não foi formalmente incorporada     zoneamentos de [E2] Ceará [/E2] e Potiguar (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
368,"Embora verificada        [E1] bacias [/E1], ainda não foi formalmente incorporada     zoneamentos de Ceará e [E2] Potiguar [/E2] (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
368,"Embora verificada        [E2] bacias [/E2], ainda não foi formalmente incorporada     zoneamentos de [E1] Ceará [/E1] e Potiguar (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
368,"Embora verificada        bacias, ainda não foi formalmente incorporada     zoneamentos de [E1] Ceará [/E1] e [E2] Potiguar [/E2] (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
368,"Embora verificada        [E2] bacias [/E2], ainda não foi formalmente incorporada     zoneamentos de Ceará e [E1] Potiguar [/E1] (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
368,"Embora verificada        bacias, ainda não foi formalmente incorporada     zoneamentos de [E2] Ceará [/E2] e [E1] Potiguar [/E1] (Viviers et al. 1992a, b; in Beurlen et al. 1992)..",BACIA,BACIA,False,no_relation
376,"certas ocorrências    Zona Nannoconus fragilis    [E1] Bacia    Ceará [/E1], quando comparadas    informações bioestratigráficas de foraminíferos e palinomorfos, sugerem que      menos sua parte superior seja de [E2] idade albiana [/E2]..",BACIA,UNIDADE_CRONO,False,no_relation
376,"certas ocorrências    Zona Nannoconus fragilis    [E2] Bacia    Ceará [/E2], quando comparadas    informações bioestratigráficas de foraminíferos e palinomorfos, sugerem que      menos sua parte superior seja de [E1] idade albiana [/E1]..",UNIDADE_CRONO,BACIA,False,no_relation
377,"[E1] poço 1-CES-112 [/E1], por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos [E2] neoalbianos [/E2] a eocenomanianos..",POÇO,UNIDADE_CRONO,False,no_relation
377,"[E1] poço 1-CES-112 [/E1], por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos neoalbianos a [E2] eocenomanianos [/E2]..",POÇO,UNIDADE_CRONO,False,no_relation
377,"[E2] poço 1-CES-112 [/E2], por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos [E1] neoalbianos [/E1] a eocenomanianos..",UNIDADE_CRONO,POÇO,False,no_relation
377,"poço 1-CES-112, por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos [E1] neoalbianos [/E1] a [E2] eocenomanianos [/E2]..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
377,"[E2] poço 1-CES-112 [/E2], por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos neoalbianos a [E1] eocenomanianos [/E1]..",UNIDADE_CRONO,POÇO,False,no_relation
377,"poço 1-CES-112, por exemplo,              que o limite superior    biozona de nanofósseis ocorre em estratos [E2] neoalbianos [/E2] a [E1] eocenomanianos [/E1]..",UNIDADE_CRONO,UNIDADE_CRONO,False,no_relation
380,"entanto, Trôelsen e Quadros (1971) já haviam fotografado - alguns de seus - exemplares ([E1] Bacia de Sergipe/Alagoas [/E1], [E2] poço 7-BRG-12-SE [/E2])..",BACIA,POÇO,False,no_relation
380,"entanto, Trôelsen e Quadros (1971) já haviam fotografado - alguns de seus - exemplares ([E2] Bacia de Sergipe/Alagoas [/E2], [E1] poço 7-BRG-12-SE [/E1])..",POÇO,BACIA,True,located_in
382,"Em termos ¢ronoestratigraficos, entretanto, Freitas et al. (op. cit.), preferiram não firmar posição quanto    andar em que as tais associações estavam inseridas,              a afirmar que as espécies reconhecidas não eram suficientes para distinguir o [E1] Aptiano [/E1]    [E2] Albiano [/E2]..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
382,"Em termos ¢ronoestratigraficos, entretanto, Freitas et al. (op. cit.), preferiram não firmar posição quanto    andar em que as tais associações estavam inseridas,              a afirmar que as espécies reconhecidas não eram suficientes para distinguir o [E2] Aptiano [/E2]    [E1] Albiano [/E1]..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
395,"Em face     problemas mencionados,             que a delimitação entre os [E1] andares Aptiano [/E1] e [E2] Albiano [/E2], com base em exemplares    gênero Nannoconus, seja uma tarefa difícil..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
395,"Em face     problemas mencionados,             que a delimitação entre os [E2] andares Aptiano [/E2] e [E1] Albiano [/E1], com base em exemplares    gênero Nannoconus, seja uma tarefa difícil..",UNIDADE_CRONO,UNIDADE_CRONO,True,temporal_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",ROCHA,UNIDADE_CRONO,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",ROCHA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espirito Santo)..",ROCHA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espirito Santo)..",ROCHA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste (Santos, Campos e [E2] Espirito Santo [/E2])..",ROCHA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",UNIDADE_CRONO,ROCHA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espirito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espirito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, Campos e [E2] Espirito Santo [/E2])..",UNIDADE_CRONO,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",BACIA,ROCHA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e Espirito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e [E2] Espirito Santo [/E2])..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espirito Santo)..",BACIA,ROCHA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espirito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], [E2] Campos [/E2] e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e [E2] Espirito Santo [/E2])..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espirito Santo)..",BACIA,ROCHA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espirito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], [E1] Campos [/E1] e Espirito Santo)..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e [E2] Espirito Santo [/E2])..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste (Santos, Campos e [E1] Espirito Santo [/E1])..",BACIA,ROCHA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, Campos e [E1] Espirito Santo [/E1])..",BACIA,UNIDADE_CRONO,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e [E1] Espirito Santo [/E1])..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e [E1] Espirito Santo [/E1])..",BACIA,BACIA,False,no_relation
400,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e [E1] Espirito Santo [/E1])..",BACIA,BACIA,False,no_relation
401,"[E1] bacias [/E1], os [E2] carbonatos [/E2] pertencem, quase sempre,   biozona Nannoconus truitti (descrita a seguir), e a nanoflora observada geralmente é - - pobre..",BACIA,ROCHA,False,no_relation
401,"[E2] bacias [/E2], os [E1] carbonatos [/E1] pertencem, quase sempre,   biozona Nannoconus truitti (descrita a seguir), e a nanoflora observada geralmente é - - pobre..",ROCHA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",ROCHA,UNIDADE_CRONO,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",ROCHA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espírito Santo)..",ROCHA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espírito Santo)..",ROCHA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E1] carbonatos [/E1] cretáceos     bacias mais investigadas    margem sudeste (Santos, Campos e [E2] Espírito Santo [/E2])..",ROCHA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",UNIDADE_CRONO,ROCHA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espírito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espírito Santo)..",UNIDADE_CRONO,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E1] cretáceos [/E1]     bacias mais investigadas    margem sudeste (Santos, Campos e [E2] Espírito Santo [/E2])..",UNIDADE_CRONO,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",BACIA,ROCHA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e Espírito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E1] bacias [/E1] mais investigadas    margem sudeste (Santos, Campos e [E2] Espírito Santo [/E2])..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espírito Santo)..",BACIA,ROCHA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espírito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], [E2] Campos [/E2] e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E1] Santos [/E1], Campos e [E2] Espírito Santo [/E2])..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espírito Santo)..",BACIA,ROCHA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espírito Santo)..",BACIA,UNIDADE_CRONO,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], [E1] Campos [/E1] e Espírito Santo)..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste (Santos, [E1] Campos [/E1] e [E2] Espírito Santo [/E2])..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     [E2] carbonatos [/E2] cretáceos     bacias mais investigadas    margem sudeste (Santos, Campos e [E1] Espírito Santo [/E1])..",BACIA,ROCHA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos [E2] cretáceos [/E2]     bacias mais investigadas    margem sudeste (Santos, Campos e [E1] Espírito Santo [/E1])..",BACIA,UNIDADE_CRONO,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     [E2] bacias [/E2] mais investigadas    margem sudeste (Santos, Campos e [E1] Espírito Santo [/E1])..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste ([E2] Santos [/E2], Campos e [E1] Espírito Santo [/E1])..",BACIA,BACIA,False,no_relation
408,"Contudo, a associação    biozona Nannoconus fragilis não foi registrada, até hoje,     carbonatos cretáceos     bacias mais investigadas    margem sudeste (Santos, [E2] Campos [/E2] e [E1] Espírito Santo [/E1])..",BACIA,BACIA,False,no_relation
409,"[E1] bacias [/E1], os [E2] carbonatos [/E2] pertencem, quase sempre, a biozona Nannoconus truitti (descrita a seguir), e a nanoflora observada geralmente é :- - pobre..",BACIA,ROCHA,False,no_relation
409,"[E2] bacias [/E2], os [E1] carbonatos [/E1] pertencem, quase sempre, a biozona Nannoconus truitti (descrita a seguir), e a nanoflora observada geralmente é :- - pobre..",ROCHA,BACIA,False,no_relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     [E1] bacias [/E1] mencionadas: a) a existência de amplo hiato [E2] intra-albiano [/E2], correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul..",BACIA,UNIDADE_CRONO,False,no_relation
413,"Esta constatação induz   formulação de algumas hipóteses para explicar o não-registro       última biozona     [E1] bacias [/E1] mencionadas: a) a existência de amplo hiato intra-albiano, correspondente    tempo compreendido      biozona Nannoconus fragilis; b) as condicionantes ambientais    [E2] água    mar [/E2] necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; “e d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul. b) as condicionantes ambientais    água    mar necessárias para a proliferação e sedimentação (após a morte    organismo) de Nannoconus fragilis não teriam sido atingidas; c) a recristalização sofrida       carbonatos durante a diagénese teria destruído ou dificultaria muito a liberação     nanofósseis    matriz    rocha, impedindo, assim, o reconhecimento    biozona em análises rotineiras; mo d) eventualmente, já em tempos aptianos (?), a margem equatorial receberia influxos de águas oriundas    oceano situado a norte    primitivo Atlântico Sul..",BACIA,FLUIDODATERRA_o,False,no_relation
