Relation,Ent1,Ent2,URI_1,URI_2,#Sentence
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,6849
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,7145
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,7153
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,7239
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,7240
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,7240
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0995,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0995,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,7908
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,7908
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_058,#formacao_254,8073
located_in,UNIDADE_LITO,BACIA,#formacao_254,#BASE_CD_BACIA_300,8073
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_056,#oil,8160
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,8177
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,8177
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,8193
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,8193
located_in,UNIDADE_LITO,BACIA,#formacao_142,#BASE_CD_BACIA_281,8205
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_142,#grupo_05,8205
located_in,UNIDADE_LITO,BACIA,#grupo_05,#BASE_CD_BACIA_281,8205
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8219
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8219
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_010,#formacao_013,8239
located_in,UNIDADE_LITO,BACIA,#grupo_05,#BASE_CD_BACIA_281,8245
located_in,UNIDADE_LITO,BACIA,#formacao_044,#BASE_CD_BACIA_281,8245
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_044,#grupo_05,8245
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8249
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8249
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8264
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Aptian_Subage,#Upper_Aptian_Subage,8264
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0309,#BASE_CD_BACIA_270,8320
located_in,POÇO,BACIA,#POCO_CD_POCO_006088,#BASE_CD_BACIA_266,8325
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_142,#grupo_05,8370
located_in,UNIDADE_LITO,BACIA,#formacao_142,#BASE_CD_BACIA_281,8370
located_in,UNIDADE_LITO,BACIA,#grupo_05,#BASE_CD_BACIA_281,8370
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#sandstone,8398
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_019,#formacao_242,8398
constituted_by,UNIDADE_LITO,ROCHA,#membro_019,#sandstone,8398
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,8409
located_in,UNIDADE_LITO,BACIA,#grupo_062,#BASE_CD_BACIA_300,8409
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_022,#formacao_113,8410
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,8410
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_020,#formacao_242,8410
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_113,#grupo_033,8410
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,8410
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_242,#grupo_033,8410
constituted_by,UNIDADE_LITO,ROCHA,#grupo_062,#coal,8412
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_294,#grupo_062,8412
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_002,#formacao_294,8412
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_042,#formacao_294,8412
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_037,#formacao_294,8412
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_002,#formacao_294,8413
located_in,POÇO,BACIA,#POCO_CD_POCO_012120,#BASE_CD_BACIA_300,8417
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012120,#formacao_242,8417
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012120,#formacao_294,8417
located_in,POÇO,BACIA,#POCO_CD_POCO_012097,#BASE_CD_BACIA_300,8417
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012097,#formacao_242,8417
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012097,#formacao_294,8417
located_in,UNIDADE_LITO,BACIA,#formacao_242,#BASE_CD_BACIA_300,8417
located_in,UNIDADE_LITO,BACIA,#formacao_294,#BASE_CD_BACIA_300,8417
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#conglomerate,8419
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#diamictite,8419
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#siltstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#shale,8419
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_113,#grupo_033,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#conglomerate,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#diamictite,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#siltstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#shale,8419
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#conglomerate,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#diamictite,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#siltstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,8419
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_242,#grupo_033,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#conglomerate,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#sandstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#diamictite,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#siltstone,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#shale,8419
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,8421
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#shale,8421
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,8421
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#shale,8421
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#diamictite,8422
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#siltstone,8422
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#shale,8422
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_019,#formacao_242,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_019,#diamictite,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_019,#siltstone,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_019,#shale,8422
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_000,#formacao_242,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_000,#diamictite,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_000,#siltstone,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_000,#shale,8422
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_020,#formacao_242,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#diamictite,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#siltstone,8422
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#shale,8422
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_294,#grupo_062,8423
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_116,#grupo_062,8423
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_002,#formacao_294,8423
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_042,#formacao_294,8423
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_037,#formacao_294,8423
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_019,#formacao_242,8427
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_020,#formacao_242,8427
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#sandstone,8454
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#shale,8454
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#conglomerate,8454
constituted_by,UNIDADE_LITO,ROCHA,#membro_019,#sandstone,8519
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#shale,8534
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_242,#grupo_033,8549
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_002,#formacao_294,8549
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#sandstone,8553
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#sandstone,8553
constituted_by,UNIDADE_LITO,ROCHA,#formacao_242,#shale,8553
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_002,#formacao_294,8569
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,8571
located_in,UNIDADE_LITO,BACIA,#formacao_294,#BASE_CD_BACIA_300,8581
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,8585
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,9160
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,9160
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0174,#BASE_CD_BACIA_116,9499
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Campanian,9750
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Campanian,9750
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,9750
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,9750
constituted_by,UNIDADE_LITO,ROCHA,#formacao_158,#limestone,9751
located_in,UNIDADE_LITO,BACIA,#formacao_341,#BASE_CD_BACIA_106,9799
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#volcanic_rock,9991
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0951,#BASE_CD_BACIA_116,10713
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,10713
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,10770
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,10862
located_in,UNIDADE_LITO,BACIA,#formacao_131,#BASE_CD_BACIA_116,10862
located_in,UNIDADE_LITO,BACIA,#grupo_017,#BASE_CD_BACIA_116,10946
located_in,UNIDADE_LITO,BACIA,#formacao_027,#BASE_CD_BACIA_116,10946
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_027,#grupo_017,10946
located_in,UNIDADE_LITO,BACIA,#formacao_117,#BASE_CD_BACIA_116,10946
located_in,UNIDADE_LITO,BACIA,#formacao_121,#BASE_CD_BACIA_051,10946
constituted_by,UNIDADE_LITO,ROCHA,#formacao_121,#shale,10991
located_in,UNIDADE_LITO,BACIA,#grupo_05,#BASE_CD_BACIA_281,11743
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,11762
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,11762
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0444,#BASE_CD_BACIA_270,11774
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0444,#BASE_CD_BACIA_270,11848
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0444,#BASE_CD_BACIA_270,11861
located_in,UNIDADE_LITO,BACIA,#grupo_000,#BASE_CD_BACIA_281,11910
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#marlstone,11910
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#shale,11910
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_000,#Albian,11910
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12149
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12157
located_in,UNIDADE_LITO,BACIA,#formacao_239,#BASE_CD_BACIA_266,12157
located_in,UNIDADE_LITO,BACIA,#formacao_239,#BASE_CD_BACIA_266,12157
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_335,#grupo_022,12159
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Dom_Joao_Age,12159
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12172
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12260
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12264
constituted_by,UNIDADE_LITO,ROCHA,#membro_025,#shale,12270
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_025,#formacao_095,12270
constituted_by,UNIDADE_LITO,ROCHA,#membro_070,#shale,12270
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_070,#formacao_095,12270
constituted_by,UNIDADE_LITO,ROCHA,#formacao_095,#shale,12270
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12282
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12329
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,12332
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0363,#BASE_CD_BACIA_240,12373
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0363,#BASE_CD_BACIA_240,12373
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0362,#BASE_CD_BACIA_240,12390
located_in,UNIDADE_LITO,BACIA,#formacao_253,#BASE_CD_BACIA_100,12440
located_in,UNIDADE_LITO,BACIA,#formacao_253,#BASE_CD_BACIA_100,12440
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_056,#Alagoas_Age,12463
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_056,#oil,12469
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_319,#oil,12469
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0929,#BASE_CD_BACIA_100,12512
located_in,UNIDADE_LITO,BACIA,#formacao_253,#BASE_CD_BACIA_100,12519
located_in,UNIDADE_LITO,BACIA,#formacao_253,#BASE_CD_BACIA_100,12524
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,12617
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0017,#BASE_CD_BACIA_281,12875
located_in,POÇO,BACIA,#POCO_CD_POCO_009032,#BASE_CD_BACIA_116,12927
located_in,POÇO,BACIA,#POCO_CD_POCO_006882,#BASE_CD_BACIA_116,12927
located_in,POÇO,BACIA,#POCO_CD_POCO_007140,#BASE_CD_BACIA_116,12927
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,12943
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Alagoas_Age,#Alagoas_Age,12943
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0932,#BASE_CD_BACIA_240,13059
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0803,#BASE_CD_BACIA_230,13085
located_in,UNIDADE_LITO,BACIA,#formacao_305,#BASE_CD_BACIA_215,13091
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Paleozoic,13104
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Paleozoic,13104
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#granite,13111
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_286,#Alagoas_Age,13120
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0477,#BASE_CD_BACIA_230,13216
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_070,#formacao_095,13234
located_in,UNIDADE_LITO,BACIA,#formacao_305,#BASE_CD_BACIA_215,13245
located_in,UNIDADE_LITO,BACIA,#formacao_305,#BASE_CD_BACIA_215,13245
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13324
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13324
located_in,POÇO,BACIA,#POCO_CD_POCO_023049,#BASE_CD_BACIA_076,13358
located_in,POÇO,BACIA,#POCO_CD_POCO_023049,#BASE_CD_BACIA_076,13358
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13359
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13359
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13368
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13368
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13378
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13378
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Santonian,13386
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Santonian,13386
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Turonian,13410
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Turonian,13410
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Santonian,13417
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Santonian,13417
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13421
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Maastrichtian,13421
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,13437
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,13437
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13499
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13499
located_in,POÇO,BACIA,#POCO_CD_POCO_012914,#BASE_CD_BACIA_096,13499
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Turonian,13515
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Turonian,#Turonian,13515
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13516
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,13516
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Coniacian,13519
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Coniacian,13519
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,13523
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,13523
located_in,UNIDADE_LITO,BACIA,#grupo_05,#BASE_CD_BACIA_281,14004
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Paleocene,14092
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Paleocene,14092
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Paleocene,14097
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Paleocene,14097
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Miocene,#Miocene,14125
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Miocene,#Miocene,14125
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Chattian,#Chattian,14156
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Chattian,#Chattian,14156
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0017,#BASE_CD_BACIA_281,14220
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0017,#BASE_CD_BACIA_281,14235
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#sandstone,14236
constituted_by,UNIDADE_LITO,ROCHA,#grupo_009,#sandstone,14236
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#sandstone,14236
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_110,#grupo_009,14236
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0017,#BASE_CD_BACIA_281,14349
constituted_by,UNIDADE_LITO,ROCHA,#formacao_210,#shale,14380
constituted_by,UNIDADE_LITO,ROCHA,#formacao_210,#siltstone,14380
constituted_by,UNIDADE_LITO,NÃOCONSOLID,#formacao_210,#clay,14380
constituted_by,UNIDADE_LITO,ROCHA,#formacao_210,#sandstone,14380
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_017402,#formacao_210,14381
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0523,#BASE_CD_BACIA_281,14563
located_in,UNIDADE_LITO,BACIA,#grupo_000,#BASE_CD_BACIA_281,14639
located_in,UNIDADE_LITO,BACIA,#grupo_000,#BASE_CD_BACIA_281,14639
located_in,UNIDADE_LITO,BACIA,#formacao_254,#BASE_CD_BACIA_300,14653
located_in,UNIDADE_LITO,BACIA,#formacao_254,#BASE_CD_BACIA_300,14655
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#shale,14659
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14674
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14680
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14681
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,14681
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Ypresian,#Ypresian,14770
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Ypresian,#Ypresian,14770
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#sandstone,14942
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#shale,14942
constituted_by,UNIDADE_LITO,ROCHA,#formacao_193,#siltstone,14955
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_224,#grupo_018,14957
constituted_by,UNIDADE_LITO,ROCHA,#formacao_193,#sandstone,14959
constituted_by,UNIDADE_LITO,ROCHA,#formacao_193,#sandstone,14961
constituted_by,UNIDADE_LITO,ROCHA,#formacao_193,#sandstone,14961
constituted_by,UNIDADE_LITO,ROCHA,#formacao_207,#sandstone,14961
constituted_by,UNIDADE_LITO,ROCHA,#formacao_207,#sandstone,14961
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#sandstone,14980
constituted_by,UNIDADE_LITO,ROCHA,#formacao_224,#siltstone,14992
constituted_by,UNIDADE_LITO,ROCHA,#SD_000,#diabase,15042
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#sandstone,15046
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#shale,15052
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#shale,15170
constituted_by,UNIDADE_LITO,ROCHA,#formacao_254,#sandstone,15170
constituted_by,UNIDADE_LITO,ROCHA,#formacao_294,#shale,15170
constituted_by,UNIDADE_LITO,ROCHA,#formacao_294,#sandstone,15170
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_058,#formacao_254,15171
